epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.38436123728752136,0.0010000000474974513,2.065755605697632,0.3709677457809448,1.4021629095077515
1,0.41960352659225464,0.0010000000474974513,1.724534511566162,0.37634408473968506,1.4963395595550537
2,0.44823789596557617,0.0010000000474974513,1.6426087617874146,0.3709677457809448,1.4556434154510498
3,0.47246694564819336,0.0010000000474974513,1.4440101385116577,0.36021506786346436,1.4941104650497437
4,0.5033039450645447,0.0010000000474974513,1.355559229850769,0.3978494703769684,1.5487021207809448
5,0.49449339509010315,0.0003000000142492354,1.329005479812622,0.44086021184921265,1.4889992475509644
6,0.5187224745750427,0.0003000000142492354,1.243019461631775,0.3817204236984253,1.4830186367034912
7,0.5253304243087769,0.0003000000142492354,1.2270358800888062,0.4354838728904724,1.4227180480957031
8,0.5319383144378662,0.0003000000142492354,1.2383612394332886,0.4354838728904724,1.430045485496521
9,0.5066079497337341,9.000000136438757e-05,1.1938272714614868,0.4301075339317322,1.463629961013794
10,0.5308369994163513,9.000000136438757e-05,1.1986905336380005,0.4301075339317322,1.4755178689956665
11,0.5396475791931152,9.000000136438757e-05,1.1720203161239624,0.4784946143627167,1.4455970525741577
12,0.5363436341285706,9.000000136438757e-05,1.2181063890457153,0.4784946143627167,1.4783962965011597
13,0.5792951583862305,2.700000004551839e-05,1.1572166681289673,0.47311827540397644,1.4876233339309692
14,0.5473568439483643,2.700000004551839e-05,1.1648046970367432,0.4677419364452362,1.473068118095398
15,0.5737885236740112,2.700000004551839e-05,1.165764331817627,0.46236559748649597,1.482002854347229
16,0.5693832635879517,2.700000004551839e-05,1.1655818223953247,0.46236559748649597,1.4865460395812988
17,0.5440528392791748,8.099999831756577e-06,1.1747689247131348,0.46236559748649597,1.4920326471328735
18,0.5374449491500854,8.099999831756577e-06,1.1710867881774902,0.4677419364452362,1.4928531646728516
19,0.5264317393302917,8.099999831756577e-06,1.1908453702926636,0.4677419364452362,1.4863804578781128
20,0.566079318523407,8.099999831756577e-06,1.1085454225540161,0.4677419364452362,1.49263596534729
21,0.5726872086524963,2.429999995001708e-06,1.1145020723342896,0.45698925852775574,1.4951311349868774
